,Country Name,MAE,MSE,RMSE,R2
0,Africa Western and Central,1.0928048241889023,1.5943634092067474,1.2626810401707738,0.9667118610066194
1,Angola,1.420108310661648,7.0229028899953905,2.6500760158899954,0.8808742596183834
2,Burundi,0.47541183574878504,0.5200262530193319,0.7211284580567681,0.9226356216774481
3,Benin,1.1718911242603467,4.7860864142012085,2.1877125986292643,0.9179689852403421
4,Burkina Faso,0.49341090538474897,0.9649650942755451,0.9823263685127999,0.9410551605414228
5,Botswana,1.2824646201873715,3.097797497398275,1.7600561063211237,0.9925629271208856
6,Central African Republic,0.2845368486109082,0.18221079078671265,0.42686155927503316,0.9878610438337285
7,Cameroon,0.4360613943808706,0.7674527575442996,0.8760438102882182,0.9925251796045174
8,"Congo, Dem. Rep.",0.6047297366665272,1.7035656023818584,1.3052071109145316,0.9161979955254868
9,"Congo, Rep.",0.33669216159334636,0.17572793491094704,0.41919915900553406,0.9955822222619746
10,Comoros,0.94369230769258,2.682898224852202,1.6379555014872051,0.9912772493200961
11,Cabo Verde,1.3400005133206847,3.222101966018052,1.7950214388742136,0.9767415835048444
12,Djibouti,1.7166214332675906,6.541028163050699,2.5575433843926674,0.42787361829768855
13,Algeria,0.11764334479749618,0.023761244289307485,0.1541468270491076,0.8564404308615641
14,"Egypt, Arab Rep.",0.4961777777777774,0.48651761413916117,0.6975081462887449,0.8454851929022926
15,Eritrea,0.14980479054550994,0.05622205339241921,0.23711190057105783,0.9992500212761205
16,Ethiopia,2.878520609824968,13.604941024588005,3.6884876337854253,0.9255110574068037
17,Gabon,1.2585103434115787,3.6169737590473727,1.901834314299585,0.8628227926864039
18,Ghana,1.777015457788329,12.102681486325828,3.478890841392674,0.9616571705538145
19,Guinea,1.442864753394088,4.517001735693419,2.1253239131232253,0.9505261607813424
20,"Gambia, The",1.1766679123492951,4.263416096483666,2.064804130295091,0.9797424259982972
21,Guinea-Bissau,2.4531172932330887,11.116379518796883,3.334123500831498,0.9007187807861132
22,Equatorial Guinea,0.11652379241312034,0.027546737847132317,0.16597209960451884,0.9373830748775052
23,Kenya,5.131533888228127,49.17789804654045,7.012695490789576,0.8822303184475387
24,Liberia,1.6078253968254066,4.848722698412654,2.2019815390717183,0.9471793581697864
25,Libya,0.9581412658488394,2.1698432883323466,1.4730387938993144,0.9779458448953141
26,Lesotho,2.2778866587957203,9.139551829987811,3.023169169925463,0.960586219739826
27,Morocco,2.7821707081941245,19.66804271116039,4.434866707259689,0.9243385080649467
28,Madagascar,2.6790121369422764,15.250315284142808,3.905165205742621,0.7249599969704239
29,Mali,2.0545267587114027,8.94466397370157,2.990763108924137,0.9583620654916891
30,Mozambique,1.0523409230768848,2.309014889230704,1.5195443031483826,0.9713624476586967
31,Mauritania,1.0195611108259481,4.025957702376785,2.0064789314559937,0.9501872121863378
32,Mauritius,0.14753803152492706,0.03383929217833592,0.18395459270791778,0.5118519248210379
33,Malawi,0.8361663082437173,2.2489029296749434,1.4996342653043586,0.8543930995372953
34,Namibia,0.5584418242491663,0.9938081735261419,0.9968992795293524,0.9860555366981032
35,Niger,0.547777777777781,0.7669164172537698,0.8757376417933455,0.966067563921649
36,Nigeria,1.4917787756598155,6.009364308788442,2.451400479070778,0.9031983742527
37,Rwanda,4.993202461538452,36.34023664923051,6.028286377506506,0.8262422695563363
38,Sudan,5.133701887829948,40.76976138024683,6.3851203105538135,0.6781930901047059
39,Senegal,1.5145466281637423,4.938156473585998,2.2221963175169734,0.9727960878836615
40,Sierra Leone,1.5420127303526714,5.259517334839105,2.293363759816376,0.851841895231779
41,Somalia,6.888768030388494,72.19705824136217,8.496885208202013,0.8071154839824145
42,Sub-Saharan Africa (excluding high income),2.284061538461585,6.262614295858031,2.5025215874909112,0.8842583607301284
43,South Sudan,0.33215873015874653,0.28575669841269125,0.5345621557992029,0.9353749872671739
44,Sub-Saharan Africa,2.2836620644312764,6.257292833662008,2.5014581414970767,0.8842573260783333
45,Eswatini,1.7580848005747711,6.5347822853037805,2.556322023005666,0.9821941498409186
46,Seychelles,0.5606233872859343,0.7532314479239901,0.8678890758178663,0.9131636116808474
47,Chad,0.42618830769231203,0.46112593230769966,0.6790625393199802,0.9417603286703439
48,Togo,0.6640237922705899,1.6612019921499082,1.2888762516820256,0.9896128111388071
49,Tunisia,1.733831808585509,4.587871021972002,2.1419316100127945,0.6733769254523055
50,Tanzania,3.6583377085650115,22.34242430700681,4.726777370154724,0.8273441429544275
51,Uganda,4.521808780983693,31.957699388146587,5.653114131887538,0.8027224893190013
52,South Africa,2.7125438527284493,12.326770798159005,3.5109501275522277,0.7867175062287233
53,Zambia,2.9443003115835573,13.629326053885423,3.691791713231588,0.8513176603851782
54,Zimbabwe,2.0621687306884136,10.632793327895298,3.260796425399062,0.7022301537922835
